"","...1","date","station_name","transmitter_id","detected_by","n","receiver","latitude","longitude","street name","type","rkm"
"1",1,2021-06-07,16,48725,"stationary_receiver",207,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"2",2,2021-06-07,16,48729,"stationary_receiver",63,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"3",3,2021-06-07,16,48732,"stationary_receiver",36,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"4",4,2021-06-08,15,48725,"stationary_receiver",104,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"5",5,2021-06-08,15,48726,"stationary_receiver",14,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"6",6,2021-06-08,15,48732,"stationary_receiver",176,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"7",7,2021-06-08,16,48454,"stationary_receiver",152,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"8",8,2021-06-08,16,48456,"stationary_receiver",147,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"9",9,2021-06-08,16,48458,"stationary_receiver",227,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"10",10,2021-06-08,16,48459,"stationary_receiver",64,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"11",11,2021-06-08,16,48461,"stationary_receiver",204,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"12",12,2021-06-08,16,48469,"stationary_receiver",6,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"13",13,2021-06-08,16,48472,"stationary_receiver",47,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"14",14,2021-06-08,16,48726,"stationary_receiver",53,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"15",15,2021-06-08,16,48727,"stationary_receiver",412,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"16",16,2021-06-09,15,48726,"stationary_receiver",40,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"17",17,2021-06-09,15,48732,"stationary_receiver",5,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"18",18,2021-06-09,16,48456,"stationary_receiver",1302,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"19",19,2021-06-09,16,48458,"stationary_receiver",1302,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"20",20,2021-06-09,16,48461,"stationary_receiver",1320,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"21",21,2021-06-09,16,48466,"stationary_receiver",14,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"22",22,2021-06-09,16,48727,"stationary_receiver",148,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"23",23,2021-06-09,16,48730,"stationary_receiver",473,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"24",24,2021-06-10,15,48732,"stationary_receiver",73,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"25",25,2021-06-10,16,48455,"stationary_receiver",62,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"26",26,2021-06-10,16,48456,"stationary_receiver",83,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"27",27,2021-06-10,16,48458,"stationary_receiver",1347,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"28",28,2021-06-10,16,48460,"stationary_receiver",1199,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"29",29,2021-06-10,16,48461,"stationary_receiver",1364,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"30",30,2021-06-11,16,48458,"stationary_receiver",1457,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"31",31,2021-06-11,16,48460,"stationary_receiver",705,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"32",32,2021-06-11,16,48461,"stationary_receiver",1461,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"33",33,2021-06-11,16,48466,"stationary_receiver",22,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"34",34,2021-06-12,15,48463,"stationary_receiver",101,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"35",35,2021-06-12,15,48725,"stationary_receiver",590,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"36",36,2021-06-12,16,48458,"stationary_receiver",1095,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"37",37,2021-06-12,16,48461,"stationary_receiver",1648,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"38",38,2021-06-12,16,48463,"stationary_receiver",53,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"39",39,2021-06-13,15,48463,"stationary_receiver",272,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"40",40,2021-06-13,16,48458,"stationary_receiver",1356,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"41",41,2021-06-13,16,48461,"stationary_receiver",1588,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"42",42,2021-06-14,15,48463,"stationary_receiver",7,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"43",43,2021-06-14,16,48458,"stationary_receiver",1532,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"44",44,2021-06-14,16,48461,"stationary_receiver",1583,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"45",45,2021-06-14,16,48463,"stationary_receiver",27,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"46",46,2021-06-15,16,48458,"stationary_receiver",1527,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"47",47,2021-06-15,16,48461,"stationary_receiver",1557,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"48",48,2021-06-16,16,48458,"stationary_receiver",1455,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"49",49,2021-06-16,16,48461,"stationary_receiver",1564,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"50",50,2021-06-17,1,48476,"stationary_receiver",587,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"51",51,2021-06-17,1,48482,"stationary_receiver",326,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"52",52,2021-06-17,16,48458,"stationary_receiver",1551,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"53",53,2021-06-17,16,48461,"stationary_receiver",1536,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"54",54,2021-06-17,16,48472,"stationary_receiver",22,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"55",55,2021-06-18,1,48474,"stationary_receiver",43,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"56",56,2021-06-18,1,48476,"stationary_receiver",1470,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"57",57,2021-06-18,1,48484,"stationary_receiver",86,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"58",58,2021-06-18,3,48462,"stationary_receiver",142,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"59",59,2021-06-18,16,48458,"stationary_receiver",1544,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"60",60,2021-06-18,16,48461,"stationary_receiver",1548,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"61",61,2021-06-19,1,48474,"stationary_receiver",111,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"62",62,2021-06-19,1,48476,"stationary_receiver",1383,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"63",63,2021-06-19,1,48488,"stationary_receiver",299,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"64",64,2021-06-19,16,48458,"stationary_receiver",966,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"65",65,2021-06-19,16,48461,"stationary_receiver",1656,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"66",66,2021-06-19,16,48730,"stationary_receiver",33,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"67",67,2021-06-20,1,48474,"stationary_receiver",142,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"68",68,2021-06-20,1,48476,"stationary_receiver",1334,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"69",69,2021-06-20,1,48479,"stationary_receiver",98,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"70",70,2021-06-20,1,48482,"stationary_receiver",383,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"71",71,2021-06-20,1,48488,"stationary_receiver",26,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"72",72,2021-06-20,16,48457,"stationary_receiver",4,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"73",73,2021-06-20,16,48458,"stationary_receiver",93,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"74",74,2021-06-20,16,48461,"stationary_receiver",1750,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"75",75,2021-06-20,16,48472,"stationary_receiver",1,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"76",76,2021-06-21,1,48474,"stationary_receiver",247,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"77",77,2021-06-21,1,48476,"stationary_receiver",1315,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"78",78,2021-06-21,1,48482,"stationary_receiver",119,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"79",79,2021-06-21,1,48483,"stationary_receiver",55,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"80",80,2021-06-21,1,48484,"stationary_receiver",222,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"81",81,2021-06-21,3,48462,"stationary_receiver",3,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"82",82,2021-06-21,15,48469,"stationary_receiver",63,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"83",83,2021-06-21,16,48461,"stationary_receiver",1788,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"84",84,2021-06-22,1,48474,"stationary_receiver",176,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"85",85,2021-06-22,1,48476,"stationary_receiver",1434,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"86",86,2021-06-22,1,48482,"stationary_receiver",93,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"87",87,2021-06-22,1,48484,"stationary_receiver",277,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"88",88,2021-06-22,3,48462,"stationary_receiver",5,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"89",89,2021-06-22,16,48461,"stationary_receiver",1813,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"90",90,2021-06-23,1,48474,"stationary_receiver",210,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"91",91,2021-06-23,1,48476,"stationary_receiver",1501,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"92",92,2021-06-23,1,48477,"stationary_receiver",18,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"93",93,2021-06-23,1,48484,"stationary_receiver",10,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"94",94,2021-06-23,16,48461,"stationary_receiver",1809,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"95",95,2021-06-24,1,48474,"stationary_receiver",214,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"96",96,2021-06-24,1,48476,"stationary_receiver",1481,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"97",97,2021-06-24,1,48477,"stationary_receiver",13,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"98",98,2021-06-24,1,48482,"stationary_receiver",50,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"99",99,2021-06-24,1,48488,"stationary_receiver",47,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"100",100,2021-06-24,16,48461,"stationary_receiver",1779,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"101",101,2021-06-25,1,48474,"stationary_receiver",259,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"102",102,2021-06-25,1,48476,"stationary_receiver",1457,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"103",103,2021-06-25,1,48484,"stationary_receiver",51,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"104",104,2021-06-25,16,48461,"stationary_receiver",1792,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"105",105,2021-06-26,1,48474,"stationary_receiver",317,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"106",106,2021-06-26,1,48476,"stationary_receiver",1556,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"107",107,2021-06-26,16,48461,"stationary_receiver",1806,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"108",108,2021-06-27,1,48474,"stationary_receiver",601,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"109",109,2021-06-27,1,48476,"stationary_receiver",1483,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"110",110,2021-06-27,1,48482,"stationary_receiver",46,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"111",111,2021-06-27,16,48461,"stationary_receiver",1789,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"112",112,2021-06-28,1,48474,"stationary_receiver",208,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"113",113,2021-06-28,1,48476,"stationary_receiver",1522,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"114",114,2021-06-28,1,48488,"stationary_receiver",80,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"115",115,2021-06-28,16,48461,"stationary_receiver",1777,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"116",116,2021-06-29,1,48474,"stationary_receiver",168,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"117",117,2021-06-29,1,48476,"stationary_receiver",1507,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"118",118,2021-06-29,1,48482,"stationary_receiver",57,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"119",119,2021-06-29,1,48484,"stationary_receiver",11,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"120",120,2021-06-29,16,48461,"stationary_receiver",1802,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"121",121,2021-06-30,1,48474,"stationary_receiver",84,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"122",122,2021-06-30,1,48476,"stationary_receiver",1632,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"123",123,2021-06-30,16,48461,"stationary_receiver",1795,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"124",124,2021-07-01,1,48474,"stationary_receiver",19,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"125",125,2021-07-01,1,48476,"stationary_receiver",1679,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"126",126,2021-07-01,3,48462,"stationary_receiver",118,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"127",127,2021-07-01,15,48469,"stationary_receiver",29,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"128",128,2021-07-01,16,48461,"stationary_receiver",1777,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"129",129,2021-07-02,1,48474,"stationary_receiver",91,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"130",130,2021-07-02,1,48476,"stationary_receiver",1480,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"131",131,2021-07-02,1,48483,"stationary_receiver",67,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"132",132,2021-07-02,1,48484,"stationary_receiver",119,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"133",133,2021-07-02,3,48462,"stationary_receiver",1,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"134",134,2021-07-02,15,48469,"stationary_receiver",5,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"135",135,2021-07-02,16,48458,"stationary_receiver",272,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"136",136,2021-07-02,16,48461,"stationary_receiver",1747,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"137",137,2021-07-02,16,48725,"stationary_receiver",30,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"138",138,2021-07-03,1,48474,"stationary_receiver",15,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"139",139,2021-07-03,1,48476,"stationary_receiver",1615,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"140",140,2021-07-03,3,48462,"stationary_receiver",81,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"141",141,2021-07-03,15,48469,"stationary_receiver",48,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"142",142,2021-07-03,15,48732,"stationary_receiver",118,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"143",143,2021-07-03,16,48458,"stationary_receiver",326,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"144",144,2021-07-03,16,48461,"stationary_receiver",1718,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"145",145,2021-07-03,16,48725,"stationary_receiver",19,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"146",146,2021-07-04,1,48474,"stationary_receiver",93,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"147",147,2021-07-04,1,48476,"stationary_receiver",1369,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"148",148,2021-07-04,1,48484,"stationary_receiver",362,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"149",149,2021-07-04,1,48488,"stationary_receiver",20,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"150",150,2021-07-04,3,48462,"stationary_receiver",187,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"151",151,2021-07-04,15,48469,"stationary_receiver",10,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"152",152,2021-07-04,16,48461,"stationary_receiver",1764,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"153",153,2021-07-05,1,48474,"stationary_receiver",79,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"154",154,2021-07-05,1,48476,"stationary_receiver",1406,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"155",155,2021-07-05,1,48479,"stationary_receiver",87,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"156",156,2021-07-05,1,48488,"stationary_receiver",87,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"157",157,2021-07-05,3,48462,"stationary_receiver",266,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"158",158,2021-07-05,16,48461,"stationary_receiver",1726,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"159",159,2021-07-06,1,48474,"stationary_receiver",46,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"160",160,2021-07-06,1,48476,"stationary_receiver",1481,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"161",161,2021-07-06,1,48479,"stationary_receiver",5,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"162",162,2021-07-06,1,48484,"stationary_receiver",4,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"163",163,2021-07-06,3,48462,"stationary_receiver",209,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"164",164,2021-07-06,15,48469,"stationary_receiver",82,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"165",165,2021-07-06,15,48732,"stationary_receiver",130,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"166",166,2021-07-06,16,48458,"stationary_receiver",1,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"167",167,2021-07-06,16,48461,"stationary_receiver",1688,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"168",168,2021-07-07,1,48474,"stationary_receiver",64,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"169",169,2021-07-07,1,48476,"stationary_receiver",1379,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"170",170,2021-07-07,1,48484,"stationary_receiver",59,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"171",171,2021-07-07,1,48488,"stationary_receiver",71,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"172",172,2021-07-07,3,48462,"stationary_receiver",606,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"173",173,2021-07-07,4,48468,"stationary_receiver",425,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"174",174,2021-07-07,16,48458,"stationary_receiver",84,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"175",175,2021-07-07,16,48461,"stationary_receiver",1348,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"176",176,2021-07-08,1,48474,"stationary_receiver",61,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"177",177,2021-07-08,1,48476,"stationary_receiver",1385,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"178",178,2021-07-08,1,48484,"stationary_receiver",4,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"179",179,2021-07-08,3,48462,"stationary_receiver",411,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"180",180,2021-07-08,4,48468,"stationary_receiver",1720,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"181",181,2021-07-08,16,48461,"stationary_receiver",291,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"182",182,2021-07-09,1,48474,"stationary_receiver",79,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"183",183,2021-07-09,1,48476,"stationary_receiver",1423,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"184",184,2021-07-09,1,48479,"stationary_receiver",31,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"185",185,2021-07-09,3,48462,"stationary_receiver",229,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"186",186,2021-07-09,4,48468,"stationary_receiver",1789,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"187",187,2021-07-09,15,48469,"stationary_receiver",34,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"188",188,2021-07-09,16,48461,"stationary_receiver",49,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"189",189,2021-07-10,1,48474,"stationary_receiver",112,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"190",190,2021-07-10,1,48476,"stationary_receiver",1446,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"191",191,2021-07-10,1,48479,"stationary_receiver",65,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"192",192,2021-07-10,1,48484,"stationary_receiver",5,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"193",193,2021-07-10,3,48462,"stationary_receiver",303,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"194",194,2021-07-10,4,48468,"stationary_receiver",1791,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"195",195,2021-07-10,15,48469,"stationary_receiver",374,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"196",196,2021-07-11,1,48474,"stationary_receiver",163,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"197",197,2021-07-11,1,48476,"stationary_receiver",1467,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"198",198,2021-07-11,1,48479,"stationary_receiver",183,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"199",199,2021-07-11,1,48483,"stationary_receiver",29,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"200",200,2021-07-11,3,48462,"stationary_receiver",528,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"201",201,2021-07-11,4,48468,"stationary_receiver",1774,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"202",202,2021-07-12,1,48474,"stationary_receiver",136,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"203",203,2021-07-12,1,48476,"stationary_receiver",1524,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"204",204,2021-07-12,1,48483,"stationary_receiver",41,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"205",205,2021-07-12,1,48484,"stationary_receiver",37,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"206",206,2021-07-12,3,48462,"stationary_receiver",139,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"207",207,2021-07-12,4,48468,"stationary_receiver",1787,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"208",208,2021-07-12,15,48469,"stationary_receiver",7,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"209",209,2021-07-12,16,48457,"stationary_receiver",7,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"210",210,2021-07-12,16,48725,"stationary_receiver",77,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"211",211,2021-07-13,1,48474,"stationary_receiver",142,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"212",212,2021-07-13,1,48476,"stationary_receiver",1572,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"213",213,2021-07-13,1,48484,"stationary_receiver",67,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"214",214,2021-07-13,3,48462,"stationary_receiver",227,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"215",215,2021-07-13,4,48468,"stationary_receiver",1764,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"216",216,2021-07-13,15,48469,"stationary_receiver",113,"receiver",43.724949,-97.964255,"old mill rd",NA,232
"217",217,2021-07-13,16,48725,"stationary_receiver",28,"receiver",43.760925,-97.988167,"E 54th st","Vr2W",238.2
"218",218,2021-07-14,1,48474,"stationary_receiver",117,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"219",219,2021-07-14,1,48476,"stationary_receiver",1585,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"220",220,2021-07-14,1,48484,"stationary_receiver",28,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"221",221,2021-07-14,3,48462,"stationary_receiver",587,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"222",222,2021-07-14,4,48468,"stationary_receiver",1770,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"223",223,2021-07-15,1,48474,"stationary_receiver",226,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"224",224,2021-07-15,1,48476,"stationary_receiver",1535,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"225",225,2021-07-15,3,48462,"stationary_receiver",534,"receiver",43.05785,-97.39871,"hwy 81","Vr2W",40.4
"226",226,2021-07-15,4,48468,"stationary_receiver",1792,"receiver",43.082163,-97.432553,"297th st","Vr2W",79.3
"227",227,2021-07-16,1,48474,"stationary_receiver",234,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"228",228,2021-07-16,1,48476,"stationary_receiver",1484,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
"229",229,2021-07-16,1,48484,"stationary_receiver",41,"receiver",42.880131,-97.279514,"hwy 50","Vr2W",1.4
