"Plot Title: Temp1"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 21022943, SEN S/N: 21022943)","Intensity, lum/ft² (LGR S/N: 21022943, SEN S/N: 21022943)","Coupler Attached (LGR S/N: 21022943)","Stopped (LGR S/N: 21022943)","End Of File (LGR S/N: 21022943)"
1780,08/26/2021 04:12:21 PM,77.050,0.0,,,
1781,08/26/2021 06:12:21 PM,78.800,0.0,,,
1782,08/26/2021 08:12:21 PM,78.449,0.0,,,
1783,08/26/2021 10:12:21 PM,78.098,0.0,,,
1784,08/27/2021 12:12:21 AM,77.225,0.0,,,
1785,08/27/2021 02:12:21 AM,76.876,0.0,,,
1786,08/27/2021 04:12:21 AM,76.354,0.0,,,
1787,08/27/2021 06:12:21 AM,76.181,0.0,,,
1788,08/27/2021 08:12:21 AM,75.659,0.0,,,
1789,08/27/2021 10:12:21 AM,75.139,0.0,,,
1790,08/27/2021 12:12:21 PM,74.791,0.0,,,
1791,08/27/2021 02:12:21 PM,78.098,0.0,,,
1792,08/27/2021 04:12:21 PM,81.797,0.0,,,
1793,08/27/2021 06:12:21 PM,83.221,0.0,,,
1794,08/27/2021 08:12:21 PM,82.508,0.0,,,
1795,08/27/2021 10:12:21 PM,81.266,0.0,,,
1796,08/28/2021 12:12:21 AM,80.911,0.0,,,
1797,08/28/2021 02:12:21 AM,80.382,0.0,,,
1798,08/28/2021 04:12:21 AM,79.678,0.0,,,
1799,08/28/2021 06:12:21 AM,78.975,0.0,,,
1800,08/28/2021 08:12:21 AM,78.624,0.0,,,
1801,08/28/2021 10:12:21 AM,78.975,0.0,,,
1802,08/28/2021 12:12:21 PM,81.797,0.0,,,
1803,08/28/2021 02:12:21 PM,83.579,0.0,,,
1804,08/28/2021 04:12:21 PM,84.115,0.0,,,
1805,08/28/2021 06:12:21 PM,83.579,0.0,,,
1806,08/28/2021 08:12:21 PM,83.043,0.0,,,
1807,08/28/2021 10:12:21 PM,81.797,0.0,,,
1808,08/29/2021 12:12:21 AM,81.621,0.0,,,
1809,08/29/2021 02:12:21 AM,81.266,0.0,,,
1810,08/29/2021 04:12:21 AM,80.206,0.0,,,
1811,08/29/2021 06:12:21 AM,78.975,0.0,,,
1812,08/29/2021 08:12:21 AM,78.098,0.0,,,
1813,08/29/2021 10:12:21 AM,77.923,0.0,,,
1814,08/29/2021 12:12:21 PM,77.574,0.0,,,
1815,08/29/2021 02:12:21 PM,77.050,0.0,,,
1816,08/29/2021 04:12:21 PM,78.274,0.0,,,
1817,08/29/2021 06:12:21 PM,80.029,0.0,,,
1818,08/29/2021 08:12:21 PM,80.735,0.0,,,
1819,08/29/2021 10:12:21 PM,80.911,0.0,,,
1820,08/30/2021 12:12:21 AM,80.206,0.0,,,
1821,08/30/2021 02:12:21 AM,79.326,0.0,,,
1822,08/30/2021 04:12:21 AM,78.449,0.0,,,
1823,08/30/2021 06:12:21 AM,77.574,0.0,,,
1824,08/30/2021 08:12:21 AM,76.703,0.0,,,
1825,08/30/2021 10:12:21 AM,76.703,0.0,,,
1826,08/30/2021 12:12:21 PM,77.400,0.0,,,
1827,08/30/2021 02:12:21 PM,78.274,0.0,,,
1828,08/30/2021 04:12:21 PM,78.975,0.0,,,
1829,08/30/2021 06:12:21 PM,78.975,0.0,,,
1830,08/30/2021 08:12:21 PM,77.923,0.0,,,
1831,08/30/2021 10:12:21 PM,77.749,0.0,,,
1832,08/31/2021 12:12:21 AM,77.400,0.0,,,
1833,08/31/2021 02:12:21 AM,76.354,0.0,,,
1834,08/31/2021 04:12:21 AM,75.659,0.0,,,
1835,08/31/2021 06:12:21 AM,74.446,0.0,,,
1836,08/31/2021 08:12:21 AM,73.753,0.0,,,
1837,08/31/2021 10:12:21 AM,73.407,0.0,,,
1838,08/31/2021 12:12:21 PM,73.926,0.0,,,
1839,08/31/2021 02:12:21 PM,76.703,0.0,,,
1840,08/31/2021 04:12:21 PM,77.749,0.0,,,
1841,08/31/2021 06:12:21 PM,78.800,0.0,,,
1842,08/31/2021 08:12:21 PM,78.975,0.0,,,
1843,08/31/2021 10:12:21 PM,78.624,0.0,,,
1844,09/01/2021 12:12:21 AM,78.449,0.0,,,
1845,09/01/2021 02:12:21 AM,77.749,0.0,,,
1846,09/01/2021 04:12:21 AM,76.876,0.0,,,
1847,09/01/2021 06:12:21 AM,75.832,0.0,,,
1848,09/01/2021 08:12:21 AM,74.964,0.0,,,
1849,09/01/2021 10:12:21 AM,74.271,0.0,,,
1850,09/01/2021 12:12:21 PM,73.926,0.0,,,
1851,09/01/2021 02:12:21 PM,74.446,0.0,,,
1852,09/01/2021 04:12:21 PM,75.832,0.0,,,
1853,09/01/2021 06:12:21 PM,76.181,0.0,,,
1854,09/01/2021 08:12:21 PM,76.703,0.0,,,
1855,09/01/2021 10:12:21 PM,76.528,0.0,,,
1856,09/02/2021 12:12:21 AM,76.181,0.0,,,
1857,09/02/2021 02:12:21 AM,75.659,0.0,,,
1858,09/02/2021 04:12:21 AM,74.619,0.0,,,
1859,09/02/2021 06:12:21 AM,73.580,0.0,,,
1860,09/02/2021 08:12:21 AM,73.062,0.0,,,
1861,09/02/2021 10:12:21 AM,72.372,0.0,,,
1862,09/02/2021 12:12:21 PM,71.856,0.0,,,
1863,09/02/2021 02:12:21 PM,71.683,0.0,,,
1864,09/02/2021 04:12:21 PM,71.512,0.0,,,
1865,09/02/2021 06:12:21 PM,71.512,0.0,,,
1866,09/02/2021 08:12:21 PM,71.512,0.0,,,
1867,09/02/2021 10:12:21 PM,71.512,0.0,,,
1868,09/03/2021 12:12:21 AM,71.512,0.0,,,
1869,09/03/2021 02:12:21 AM,71.512,0.0,,,
1870,09/03/2021 04:12:21 AM,71.339,0.0,,,
1871,09/03/2021 06:12:21 AM,71.339,0.0,,,
1872,09/03/2021 08:12:21 AM,71.168,0.0,,,
1873,09/03/2021 10:12:21 AM,70.995,0.0,,,
1874,09/03/2021 12:12:21 PM,70.824,0.0,,,
1875,09/03/2021 02:12:21 PM,70.651,0.0,,,
1876,09/03/2021 04:12:21 PM,70.651,0.0,,,
1877,09/03/2021 06:12:21 PM,70.651,0.0,,,
1878,09/03/2021 08:12:21 PM,70.824,0.0,,,
1879,09/03/2021 10:12:21 PM,70.824,0.0,,,
1880,09/04/2021 12:12:21 AM,70.824,0.0,,,
1881,09/04/2021 02:12:21 AM,70.651,0.0,,,
1882,09/04/2021 04:12:21 AM,70.137,0.0,,,
1883,09/04/2021 06:12:21 AM,69.793,0.0,,,
1884,09/04/2021 08:12:21 AM,69.278,0.0,,,
1885,09/04/2021 10:12:21 AM,69.278,0.0,,,
1886,09/04/2021 12:12:21 PM,69.793,0.0,,,
1887,09/04/2021 02:12:21 PM,71.168,0.0,,,
1888,09/04/2021 04:12:21 PM,72.891,0.0,,,
1889,09/04/2021 06:12:21 PM,74.964,0.0,,,
1890,09/04/2021 08:12:21 PM,75.484,0.0,,,
1891,09/04/2021 10:12:21 PM,75.139,0.0,,,
1892,09/05/2021 12:12:21 AM,74.619,0.0,,,
1893,09/05/2021 02:12:21 AM,73.926,0.0,,,
1894,09/05/2021 04:12:21 AM,73.062,0.0,,,
1895,09/05/2021 06:12:21 AM,72.199,0.0,,,
1896,09/05/2021 08:12:21 AM,71.339,0.0,,,
1897,09/05/2021 10:12:21 AM,71.168,0.0,,,
1898,09/05/2021 12:12:21 PM,71.339,0.0,,,
1899,09/05/2021 02:12:21 PM,71.683,0.0,,,
1900,09/05/2021 04:12:21 PM,74.446,0.0,,,
1901,09/05/2021 06:12:21 PM,76.006,0.0,,,
1902,09/05/2021 08:12:21 PM,77.050,0.0,,,
1903,09/05/2021 10:12:21 PM,77.050,0.0,,,
1904,09/06/2021 12:12:21 AM,76.703,0.0,,,
1905,09/06/2021 02:12:21 AM,76.006,0.0,,,
1906,09/06/2021 04:12:21 AM,75.139,0.0,,,
1907,09/06/2021 06:12:21 AM,74.098,0.0,,,
1908,09/06/2021 08:12:21 AM,72.891,0.0,,,
1909,09/06/2021 10:12:21 AM,72.199,0.0,,,
1910,09/06/2021 12:12:21 PM,72.891,0.0,,,
1911,09/06/2021 02:12:21 PM,75.484,0.0,,,
1912,09/06/2021 04:12:21 PM,76.354,0.0,,,
1913,09/06/2021 06:12:21 PM,78.274,0.0,,,
1914,09/06/2021 08:12:21 PM,79.151,0.0,,,
1915,09/06/2021 10:12:21 PM,79.151,0.0,,,
1916,09/07/2021 12:12:21 AM,79.151,0.0,,,
1917,09/07/2021 02:12:21 AM,78.624,0.0,,,
1918,09/07/2021 04:12:21 AM,78.098,0.0,,,
1919,09/07/2021 06:12:21 AM,77.225,0.0,,,
1920,09/07/2021 08:12:21 AM,75.832,0.0,,,
1921,09/07/2021 10:12:21 AM,74.964,0.0,,,
1922,09/07/2021 12:12:21 PM,74.446,0.0,,,
1923,09/07/2021 02:12:21 PM,74.098,0.0,,,
1924,09/07/2021 04:12:21 PM,75.484,0.0,,,
1925,09/07/2021 06:12:21 PM,76.703,0.0,,,
1926,09/07/2021 08:12:21 PM,76.876,0.0,,,
1927,09/07/2021 10:12:21 PM,76.354,0.0,,,
1928,09/08/2021 12:12:21 AM,75.659,0.0,,,
1929,09/08/2021 02:12:21 AM,74.271,0.0,,,
1930,09/08/2021 04:12:21 AM,72.891,0.0,,,
1931,09/08/2021 06:12:21 AM,72.028,0.0,,,
1932,09/08/2021 08:12:21 AM,70.651,0.0,,,
1933,09/08/2021 10:12:21 AM,70.480,0.0,,,
1934,09/08/2021 12:12:21 PM,70.137,0.0,,,
1935,09/08/2021 02:12:21 PM,70.480,0.0,,,
1936,09/08/2021 04:12:21 PM,72.199,0.0,,,
1937,09/08/2021 06:12:21 PM,73.926,0.0,,,
1938,09/08/2021 08:12:21 PM,74.619,0.0,,,
1939,09/08/2021 10:12:21 PM,74.446,0.0,,,
1940,09/09/2021 12:12:21 AM,73.926,0.0,,,
1941,09/09/2021 02:12:21 AM,72.718,0.0,,,
1942,09/09/2021 04:12:21 AM,71.683,0.0,,,
1943,09/09/2021 06:12:21 AM,70.651,0.0,,,
1944,09/09/2021 08:12:21 AM,69.622,0.0,,,
1945,09/09/2021 10:12:21 AM,69.622,0.0,,,
1946,09/09/2021 12:12:21 PM,70.824,0.0,,,
1947,09/09/2021 02:12:21 PM,73.062,0.0,,,
1948,09/09/2021 04:12:21 PM,74.098,0.0,,,
1949,09/09/2021 06:12:21 PM,74.098,0.0,,,
1950,09/09/2021 08:12:21 PM,73.926,0.0,,,
1951,09/09/2021 10:12:21 PM,73.926,0.0,,,
1952,09/10/2021 12:12:21 AM,73.407,0.0,,,
1953,09/10/2021 02:12:21 AM,72.891,0.0,,,
1954,09/10/2021 04:12:21 AM,72.199,0.0,,,
1955,09/10/2021 06:12:21 AM,71.512,0.0,,,
1956,09/10/2021 08:12:21 AM,70.995,0.0,,,
1957,09/10/2021 10:12:21 AM,70.824,0.0,,,
1958,09/10/2021 12:12:21 PM,71.339,0.0,,,
1959,09/10/2021 02:12:21 PM,73.926,0.0,,,
1960,09/10/2021 04:12:21 PM,76.528,0.0,,,
1961,09/10/2021 06:12:21 PM,76.703,0.0,,,
1962,09/10/2021 08:12:21 PM,75.832,0.0,,,
1963,09/10/2021 10:12:21 PM,75.832,0.0,,,
1964,09/11/2021 12:12:21 AM,75.484,0.0,,,
1965,09/11/2021 02:12:21 AM,74.964,0.0,,,
1966,09/11/2021 04:12:21 AM,74.446,0.0,,,
1967,09/11/2021 06:12:21 AM,73.926,0.0,,,
1968,09/11/2021 08:12:21 AM,73.580,0.0,,,
1969,09/11/2021 10:12:21 AM,73.580,0.0,,,
1970,09/11/2021 12:12:21 PM,73.753,0.0,,,
1971,09/11/2021 02:12:21 PM,74.271,0.0,,,
1972,09/11/2021 04:12:21 PM,76.354,0.0,,,
1973,09/11/2021 06:12:21 PM,77.225,0.0,,,
1974,09/11/2021 08:12:21 PM,77.225,0.0,,,
1975,09/11/2021 10:12:21 PM,77.574,0.0,,,
1976,09/12/2021 12:12:21 AM,77.225,0.0,,,
1977,09/12/2021 02:12:21 AM,76.528,0.0,,,
1978,09/12/2021 04:12:21 AM,75.659,0.0,,,
1979,09/12/2021 06:12:21 AM,74.446,0.0,,,
1980,09/12/2021 08:12:21 AM,73.407,0.0,,,
1981,09/12/2021 10:12:21 AM,72.718,0.0,,,
1982,09/12/2021 12:12:21 PM,73.234,0.0,,,
1983,09/12/2021 02:12:21 PM,73.580,0.0,,,
1984,09/12/2021 04:12:21 PM,74.446,0.0,,,
1985,09/12/2021 06:12:21 PM,75.312,0.0,,,
1986,09/12/2021 08:12:21 PM,76.006,0.0,,,
1987,09/12/2021 10:12:21 PM,76.006,0.0,,,
1988,09/13/2021 12:12:21 AM,75.484,0.0,,,
1989,09/13/2021 02:12:21 AM,74.791,0.0,,,
1990,09/13/2021 04:12:21 AM,73.926,0.0,,,
1991,09/13/2021 06:12:21 AM,73.062,0.0,,,
1992,09/13/2021 08:12:21 AM,72.372,0.0,,,
1993,09/13/2021 10:12:21 AM,72.028,0.0,,,
1994,09/13/2021 12:12:21 PM,72.199,0.0,,,
1995,09/13/2021 02:12:21 PM,72.199,0.0,,,
1996,09/13/2021 04:12:21 PM,72.028,0.0,,,
1997,09/13/2021 06:12:21 PM,72.545,0.0,,,
1998,09/13/2021 08:12:21 PM,72.891,0.0,,,
1999,09/13/2021 10:12:21 PM,72.718,0.0,,,
2000,09/14/2021 12:12:21 AM,72.372,0.0,,,
2001,09/14/2021 02:12:21 AM,72.028,0.0,,,
2002,09/14/2021 04:12:21 AM,71.683,0.0,,,
2003,09/14/2021 06:12:21 AM,70.995,0.0,,,
2004,09/14/2021 08:12:21 AM,70.480,0.0,,,
2005,09/14/2021 10:12:21 AM,69.964,0.0,,,
2006,09/14/2021 12:12:21 PM,69.278,0.0,,,
2007,09/14/2021 02:12:21 PM,69.278,0.0,,,
2008,09/14/2021 04:12:21 PM,70.137,0.0,,,
2009,09/14/2021 06:12:21 PM,70.651,0.0,,,
2010,09/14/2021 08:12:21 PM,71.339,0.0,,,
2011,09/14/2021 10:12:21 PM,71.683,0.0,,,
2012,09/15/2021 12:12:21 AM,71.339,0.0,,,
2013,09/15/2021 02:12:21 AM,70.651,0.0,,,
2014,09/15/2021 04:12:21 AM,69.793,0.0,,,
2015,09/15/2021 06:12:21 AM,69.278,0.0,,,
2016,09/15/2021 08:12:21 AM,68.934,0.0,,,
2017,09/15/2021 10:12:21 AM,69.107,0.0,,,
2018,09/15/2021 12:12:21 PM,69.449,0.0,,,
2019,09/15/2021 02:12:21 PM,70.308,0.0,,,
2020,09/15/2021 04:12:21 PM,71.168,0.0,,,
2021,09/15/2021 06:12:21 PM,72.028,0.0,,,
2022,09/15/2021 08:12:21 PM,71.856,0.0,,,
2023,09/15/2021 10:12:21 PM,72.199,0.0,,,
2024,09/16/2021 12:12:21 AM,72.199,0.0,,,
2025,09/16/2021 02:12:21 AM,71.683,0.0,,,
2026,09/16/2021 04:12:21 AM,70.995,0.0,,,
2027,09/16/2021 06:12:21 AM,70.651,0.0,,,
2028,09/16/2021 08:12:21 AM,70.308,0.0,,,
2029,09/16/2021 10:12:21 AM,70.308,0.0,,,
2030,09/16/2021 12:12:21 PM,70.651,0.0,,,
2031,09/16/2021 02:12:21 PM,72.028,0.0,,,
2032,09/16/2021 04:12:21 PM,74.271,0.0,,,
2033,09/16/2021 06:12:21 PM,75.832,0.0,,,
2034,09/16/2021 08:12:21 PM,76.876,0.0,,,
2035,09/16/2021 10:12:21 PM,77.400,0.0,,,
2036,09/17/2021 12:12:21 AM,77.225,0.0,,,
2037,09/17/2021 02:12:21 AM,75.484,0.0,,,
2038,09/17/2021 04:12:21 AM,74.619,0.0,,,
2039,09/17/2021 06:12:21 AM,73.753,0.0,,,
2040,09/17/2021 08:12:21 AM,72.718,0.0,,,
2041,09/17/2021 10:12:21 AM,71.683,0.0,,,
2042,09/17/2021 12:12:21 PM,71.856,0.0,,,
2043,09/17/2021 02:12:21 PM,72.199,0.0,,,
2044,09/17/2021 04:12:21 PM,72.372,0.0,,,
2045,09/17/2021 06:12:21 PM,73.580,0.0,,,
2046,09/17/2021 08:12:21 PM,73.926,0.0,,,
2047,09/17/2021 10:12:21 PM,73.580,0.0,,,
2048,09/18/2021 12:12:21 AM,73.234,0.0,,,
2049,09/18/2021 02:12:21 AM,72.028,0.0,,,
2050,09/18/2021 04:12:21 AM,70.995,0.0,,,
2051,09/18/2021 06:12:21 AM,70.137,0.0,,,
2052,09/18/2021 08:12:21 AM,69.622,0.0,,,
2053,09/18/2021 10:12:21 AM,69.449,0.0,,,
2054,09/18/2021 12:12:21 PM,70.137,0.0,,,
2055,09/18/2021 02:12:21 PM,72.028,0.0,,,
2056,09/18/2021 04:12:21 PM,73.926,0.0,,,
2057,09/18/2021 06:12:21 PM,74.791,0.0,,,
2058,09/18/2021 08:12:21 PM,74.964,0.0,,,
2059,09/18/2021 10:12:21 PM,75.484,0.0,,,
2060,09/19/2021 12:12:21 AM,75.312,0.0,,,
2061,09/19/2021 02:12:21 AM,74.964,0.0,,,
2062,09/19/2021 04:12:21 AM,74.271,0.0,,,
2063,09/19/2021 06:12:21 AM,73.407,0.0,,,
2064,09/19/2021 08:12:21 AM,72.718,0.0,,,
2065,09/19/2021 10:12:21 AM,72.545,0.0,,,
2066,09/19/2021 12:12:21 PM,73.234,0.0,,,
2067,09/19/2021 02:12:21 PM,73.926,0.0,,,
2068,09/19/2021 04:12:21 PM,74.446,0.0,,,
2069,09/19/2021 06:12:21 PM,75.139,0.0,,,
2070,09/19/2021 08:12:21 PM,75.139,0.0,,,
2071,09/19/2021 10:12:21 PM,75.139,0.0,,,
2072,09/20/2021 12:12:21 AM,74.964,0.0,,,
2073,09/20/2021 02:12:21 AM,74.446,0.0,,,
2074,09/20/2021 04:12:21 AM,73.753,0.0,,,
2075,09/20/2021 06:12:21 AM,73.062,0.0,,,
2076,09/20/2021 08:12:21 AM,72.199,0.0,,,
2077,09/20/2021 10:12:21 AM,71.339,0.0,,,
2078,09/20/2021 12:12:21 PM,70.651,0.0,,,
2079,09/20/2021 02:12:21 PM,69.622,0.0,,,
2080,09/20/2021 04:12:21 PM,68.763,0.0,,,
2081,09/20/2021 06:12:21 PM,68.248,0.0,,,
2082,09/20/2021 08:12:21 PM,67.564,0.0,,,
2083,09/20/2021 10:12:21 PM,66.879,0.0,,,
2084,09/21/2021 12:12:21 AM,66.193,0.0,,,
2085,09/21/2021 02:12:21 AM,65.338,0.0,,,
2086,09/21/2021 04:12:21 AM,64.481,0.0,,,
2087,09/21/2021 06:12:21 AM,63.626,0.0,,,
2088,09/21/2021 08:12:21 AM,62.940,0.0,,,
2089,09/21/2021 10:12:21 AM,62.940,0.0,,,
2090,09/21/2021 12:12:21 PM,63.111,0.0,,,
2091,09/21/2021 02:12:21 PM,63.626,0.0,,,
2092,09/21/2021 04:12:21 PM,64.996,0.0,,,
2093,09/21/2021 06:12:21 PM,66.708,0.0,,,
2094,09/21/2021 08:12:21 PM,67.221,0.0,,,
2095,09/21/2021 10:12:21 PM,67.221,0.0,,,
2096,09/22/2021 12:12:21 AM,66.708,0.0,,,
2097,09/22/2021 02:12:21 AM,65.509,0.0,,,
2098,09/22/2021 04:12:21 AM,64.139,0.0,,,
2099,09/22/2021 06:12:21 AM,63.111,0.0,,,
2100,09/22/2021 08:12:21 AM,62.425,0.0,,,
2101,09/22/2021 10:12:21 AM,62.598,0.0,,,
2102,09/22/2021 12:12:21 PM,63.626,0.0,,,
2103,09/22/2021 02:12:21 PM,64.996,0.0,,,
2104,09/22/2021 04:12:21 PM,66.193,0.0,,,
2105,09/22/2021 06:12:21 PM,66.366,0.0,,,
2106,09/22/2021 08:12:21 PM,66.537,0.0,,,
2107,09/22/2021 10:12:21 PM,66.537,0.0,,,
2108,09/23/2021 12:12:21 AM,66.022,0.0,,,
2109,09/23/2021 02:12:21 AM,65.167,0.0,,,
2110,09/23/2021 04:12:21 AM,64.310,0.0,,,
2111,09/23/2021 06:12:21 AM,63.455,0.0,,,
2112,09/23/2021 08:12:21 AM,63.111,0.0,,,
2113,09/23/2021 10:12:21 AM,62.940,0.0,,,
2114,09/23/2021 12:12:21 PM,63.111,0.0,,,
2115,09/23/2021 02:12:21 PM,65.338,0.0,,,
2116,09/23/2021 04:12:21 PM,66.708,0.0,,,
2117,09/23/2021 06:12:21 PM,67.392,0.0,,,
2118,09/23/2021 08:12:21 PM,67.564,0.0,,,
2119,09/23/2021 10:12:21 PM,67.564,0.0,,,
2120,09/24/2021 12:12:21 AM,67.392,0.0,,,
2121,09/24/2021 02:12:21 AM,66.879,0.0,,,
2122,09/24/2021 04:12:21 AM,66.366,0.0,,,
2123,09/24/2021 06:12:21 AM,65.851,0.0,,,
2124,09/24/2021 08:12:21 AM,65.338,0.0,,,
2125,09/24/2021 10:12:21 AM,64.652,0.0,,,
2126,09/24/2021 12:12:21 PM,64.310,0.0,,,
2127,09/24/2021 02:12:21 PM,63.968,0.0,,,
2128,09/24/2021 04:12:21 PM,64.310,0.0,,,
2129,09/24/2021 06:12:21 PM,65.167,0.0,,,
2130,09/24/2021 08:12:21 PM,65.680,0.0,,,
2131,09/24/2021 10:12:21 PM,65.509,0.0,,,
2132,09/25/2021 12:12:21 AM,64.652,0.0,,,
2133,09/25/2021 02:12:21 AM,63.455,0.0,,,
2134,09/25/2021 04:12:21 AM,62.083,0.0,,,
2135,09/25/2021 06:12:21 AM,61.054,0.0,,,
2136,09/25/2021 08:12:21 AM,60.195,0.0,,,
2137,09/25/2021 10:12:21 AM,60.368,0.0,,,
2138,09/25/2021 12:12:21 PM,60.368,0.0,,,
2139,09/25/2021 02:12:21 PM,60.712,0.0,,,
2140,09/25/2021 04:12:21 PM,62.769,0.0,,,
2141,09/25/2021 06:12:21 PM,64.996,0.0,,,
2142,09/25/2021 08:12:21 PM,65.851,0.0,,,
2143,09/25/2021 10:12:21 PM,66.366,0.0,,,
2144,09/26/2021 12:12:21 AM,66.193,0.0,,,
2145,09/26/2021 02:12:21 AM,65.851,0.0,,,
2146,09/26/2021 04:12:21 AM,65.338,0.0,,,
2147,09/26/2021 06:12:21 AM,64.825,0.0,,,
2148,09/26/2021 08:12:21 AM,64.481,0.0,,,
2149,09/26/2021 10:12:21 AM,64.481,0.0,,,
2150,09/26/2021 12:12:21 PM,65.338,0.0,,,
2151,09/26/2021 02:12:21 PM,68.248,0.0,,,
2152,09/26/2021 04:12:21 PM,69.278,0.0,,,
2153,09/26/2021 06:12:21 PM,69.107,0.0,,,
2154,09/26/2021 08:12:21 PM,69.964,0.0,,,
2155,09/26/2021 10:12:21 PM,69.793,0.0,,,
2156,09/27/2021 12:12:21 AM,69.278,0.0,,,
2157,09/27/2021 02:12:21 AM,68.763,0.0,,,
2158,09/27/2021 04:12:21 AM,67.906,0.0,,,
2159,09/27/2021 06:12:21 AM,67.221,0.0,,,
2160,09/27/2021 08:12:21 AM,66.708,0.0,,,
2161,09/27/2021 10:12:21 AM,66.879,0.0,,,
2162,09/27/2021 12:12:21 PM,68.592,0.0,,,
2163,09/27/2021 02:12:21 PM,69.278,0.0,,,
2164,09/27/2021 04:12:21 PM,71.683,0.0,,,
2165,09/27/2021 06:12:21 PM,72.372,0.0,,,
2166,09/27/2021 08:12:21 PM,71.856,0.0,,,
2167,09/27/2021 10:12:21 PM,71.512,0.0,,,
2168,09/28/2021 12:12:21 AM,71.168,0.0,,,
2169,09/28/2021 02:12:21 AM,70.480,0.0,,,
2170,09/28/2021 04:12:21 AM,69.793,0.0,,,
2171,09/28/2021 06:12:21 AM,69.107,0.0,,,
2172,09/28/2021 08:12:21 AM,68.763,0.0,,,
2173,09/28/2021 10:12:21 AM,68.763,0.0,,,
2174,09/28/2021 12:12:21 PM,69.278,0.0,,,
2175,09/28/2021 02:12:21 PM,71.512,0.0,,,
2176,09/28/2021 04:12:21 PM,72.545,0.0,,,
2177,09/28/2021 06:12:21 PM,72.891,0.0,,,
2178,09/28/2021 08:12:21 PM,72.891,0.0,,,
2179,09/28/2021 10:12:21 PM,72.891,0.0,,,
2180,09/29/2021 12:12:21 AM,72.545,0.0,,,
2181,09/29/2021 02:12:21 AM,72.028,0.0,,,
2182,09/29/2021 04:12:21 AM,71.512,0.0,,,
2183,09/29/2021 06:12:21 AM,70.995,0.0,,,
2184,09/29/2021 08:12:21 AM,70.480,0.0,,,
2185,09/29/2021 10:12:21 AM,70.308,0.0,,,
2186,09/29/2021 12:12:21 PM,70.137,0.0,,,
2187,09/29/2021 02:12:21 PM,70.308,0.0,,,
2188,09/29/2021 04:12:21 PM,70.308,0.0,,,
2189,09/29/2021 06:12:21 PM,70.308,0.0,,,
2190,09/29/2021 08:12:21 PM,69.964,0.0,,,
2191,09/29/2021 10:12:21 PM,69.793,0.0,,,
2192,09/30/2021 12:12:21 AM,69.622,0.0,,,
2193,09/30/2021 02:12:21 AM,69.449,0.0,,,
2194,09/30/2021 04:12:21 AM,69.107,0.0,,,
2195,09/30/2021 06:12:21 AM,68.763,0.0,,,
2196,09/30/2021 08:12:21 AM,68.592,0.0,,,
2197,09/30/2021 10:12:21 AM,68.421,0.0,,,
2198,09/30/2021 12:12:21 PM,68.763,0.0,,,
2199,09/30/2021 02:12:21 PM,68.592,0.0,,,
2200,09/30/2021 04:12:21 PM,69.107,0.0,,,
2201,09/30/2021 06:12:21 PM,69.278,0.0,,,
2202,09/30/2021 08:12:21 PM,69.449,0.0,,,
2203,09/30/2021 10:12:21 PM,69.449,0.0,,,
2204,10/01/2021 12:12:21 AM,69.449,0.0,,,
2205,10/01/2021 02:12:21 AM,69.278,0.0,,,
2206,10/01/2021 04:12:21 AM,69.107,0.0,,,
2207,10/01/2021 06:12:21 AM,68.934,0.0,,,
2208,10/01/2021 08:12:21 AM,68.934,0.0,,,
2209,10/01/2021 10:12:21 AM,68.763,0.0,,,
2210,10/01/2021 12:12:21 PM,69.278,0.0,,,
2211,10/01/2021 02:12:21 PM,69.622,0.0,,,
2212,10/01/2021 04:12:21 PM,70.308,0.0,,,
2213,10/01/2021 06:12:21 PM,70.480,0.0,,,
2214,10/01/2021 08:12:21 PM,70.480,0.0,,,
2215,10/01/2021 10:12:21 PM,70.824,0.0,,,
2216,10/02/2021 12:12:21 AM,70.480,0.0,,,
2217,10/02/2021 02:12:21 AM,70.137,0.0,,,
2218,10/02/2021 04:12:21 AM,69.622,0.0,,,
2219,10/02/2021 06:12:21 AM,69.107,0.0,,,
2220,10/02/2021 08:12:21 AM,68.592,0.0,,,
2221,10/02/2021 10:12:21 AM,67.906,0.0,,,
2222,10/02/2021 12:12:21 PM,67.564,0.0,,,
2223,10/02/2021 02:12:21 PM,67.392,0.0,,,
2224,10/02/2021 04:12:21 PM,67.221,0.0,,,
2225,10/02/2021 06:12:21 PM,67.221,0.0,,,
2226,10/02/2021 08:12:21 PM,67.050,0.0,,,
2227,10/02/2021 10:12:21 PM,67.050,0.0,,,
2228,10/03/2021 12:12:21 AM,66.708,0.0,,,
2229,10/03/2021 02:12:21 AM,66.022,0.0,,,
2230,10/03/2021 04:12:21 AM,64.996,0.0,,,
2231,10/03/2021 06:12:21 AM,64.139,0.0,,,
2232,10/03/2021 08:12:21 AM,63.282,0.0,,,
2233,10/03/2021 10:12:21 AM,63.282,0.0,,,
2234,10/03/2021 12:12:21 PM,63.455,0.0,,,
2235,10/03/2021 02:12:21 PM,64.139,0.0,,,
2236,10/03/2021 04:12:21 PM,65.338,0.0,,,
2237,10/03/2021 06:12:21 PM,67.564,0.0,,,
2238,10/03/2021 08:12:21 PM,68.077,0.0,,,
2239,10/03/2021 10:12:21 PM,68.248,0.0,,,
2240,10/04/2021 12:12:21 AM,67.735,0.0,,,
