"","transmitter_id","date","total_movement","day_interval","interval","date_prev","daily_movement","change_flow_24","change_flow_48","Flow","flow_s","change_flow_24_s","change_flow_48_s","week"
"1",48452,2021-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",48453,2021-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",48453,2021-09-21,4,9158400,106,2021-06-07,0,14,-29,170,-0.67713889754146,0.169216191034444,-0.496332400703015,23
"4",48453,2021-09-23,0,172800,2,2021-09-21,0,5.7,5.39999999999999,88.8,-0.745394423266667,-0.014421626037509,-0.0855015909871164,38
"5",48453,2021-10-28,0,3024000,35,2021-09-23,0,-2.5,2.8,91.6,-0.743040784448557,-0.195846939289318,-0.116552756837737,38
"6",48453,2021-10-29,0,86400,1,2021-10-28,0,40,53,180,-0.668733044619636,0.744467184271886,0.482973599201162,43
"7",48453,2021-10-30,0,86400,1,2021-10-29,0,8,48,188,-0.662008362282177,0.0364659618258032,0.4232598187192,44
"8",48453,2021-11-22,6,1987200,23,2021-10-30,0,11,19,199,-0.652761924068171,0.102841076430123,0.0769198919238203,44
"9",48453,2021-11-23,0,86400,1,2021-11-22,0,-2,-14,391,-0.491369547969157,-0.184784420188598,-0.317191059257129,47
"10",48453,2021-11-24,0,86400,1,2021-11-23,0,3,1,394,-0.48884779209261,-0.0741592291813973,-0.138049717811243,47
"11",48453,2021-11-25,0,86400,1,2021-11-24,0,5,8,399,-0.484644865631698,-0.0299091527785171,-0.054450425136496,47
"12",48453,2021-11-26,0,86400,1,2021-11-25,0,2,7,401,-0.482963695047334,-0.0962842673828374,-0.0663931812328884,47
"13",48453,2021-11-28,0,172800,2,2021-11-26,0,-13,-11,388,-0.493891303845704,-0.428159840404439,-0.281362790967952,48
"14",48453,2021-11-30,0,172800,2,2021-11-28,0,-30,-26,362,-0.515746521442446,-0.80428548982892,-0.460504132413838,48
"15",48453,2021-12-05,0,432000,5,2021-11-30,0,14,-7,355,-0.521630618487722,0.169216191034444,-0.233591766582382,48
"16",48453,2021-12-06,0,86400,1,2021-12-05,0,-13,-24,337,-0.536761153747005,-0.428159840404439,-0.436618620221053,49
"17",48453,2021-12-07,0,86400,1,2021-12-06,0,3,-10,340,-0.534239397870458,-0.0741592291813973,-0.269420034871559,49
"18",48453,2021-12-08,0,86400,1,2021-12-07,0,-103,-100,237,-0.620819682965241,-2.41941327853405,-1.34426808354687,49
"19",48453,2021-12-09,0,86400,1,2021-12-08,0,100,-3,337,-0.536761153747005,2.07196947635829,-0.185820742196812,49
"20",48453,2021-12-10,0,86400,1,2021-12-09,0,43,143,380,-0.500615986183163,0.810842298876206,1.55782164787648,49
"21",48453,2021-12-11,0,86400,1,2021-12-10,0,-112,-69,268,-0.594761538907588,-2.61853862234701,-0.97404264455871,50
"22",48453,2021-12-12,0,86400,1,2021-12-11,0,-52,-164,216,-0.638471974101071,-1.2910363302606,-2.10860447371599,50
"23",48453,2021-12-13,0,86400,1,2021-12-12,0,141,89,357,-0.519949447903358,2.97909604261733,0.912912818671288,50
"24",48453,2021-12-14,0,86400,1,2021-12-13,0,56,197,413,-0.472876671541145,1.09846779549493,2.20273047708167,50
"25",48453,2021-12-15,0,86400,1,2021-12-14,0,0,56,413,-0.472876671541145,-0.140534343785718,0.518801867490339,50
"26",48453,2021-12-16,0,86400,1,2021-12-15,0,-16,-16,397,-0.486326036216063,-0.494534955008759,-0.341076571449914,50
"27",48453,2021-12-20,0,345600,4,2021-12-16,0,-181,-197,216,-0.638471974101071,-4.14516625824637,-2.50271542489694,50
"28",48453,2021-12-22,0,172800,2,2021-12-20,0,34,-38,214,-0.640153144685435,0.611716955063245,-0.603817205570546,51
"29",48453,2021-12-26,0,345600,4,2021-12-22,0,12,16,230,-0.626703780010518,0.124966114631563,0.0410916236346431,51
"30",48453,2021-12-28,0,172800,2,2021-12-26,0,-13,-34,187,-0.662848947574359,-0.428159840404439,-0.556046181184977,52
"31",48453,2021-12-29,0,86400,1,2021-12-28,0,0,-10,177,-0.671254800496183,-0.140534343785718,-0.269420034871559,52
"32",48453,2022-01-07,0,777600,9,2021-12-29,0,-16,-16,161,-0.684704165171101,-0.494534955008759,-0.341076571449914,52
"33",48453,2022-01-08,0,86400,1,2022-01-07,0,2,-6,105,-0.731776941533313,-0.0962842673828374,-0.22164901048599,1
"34",48453,2022-01-09,0,86400,1,2022-01-08,0,1,3,106,-0.730936356241131,-0.118409305584277,-0.114164205618458,2
"35",48453,2022-01-10,0,86400,1,2022-01-09,0,-1,0,105,-0.731776941533313,-0.162659381987158,-0.149992473907635,2
"36",48453,2022-01-11,0,86400,1,2022-01-10,0,0,-1,105,-0.731776941533313,-0.140534343785718,-0.161935230004028,2
"37",48453,2022-01-12,0,86400,1,2022-01-11,0,0,0,105,-0.731776941533313,-0.140534343785718,-0.149992473907635,2
"38",48453,2022-01-13,0,86400,1,2022-01-12,0,1,1,106,-0.730936356241131,-0.118409305584277,-0.138049717811243,2
"39",48453,2022-01-14,0,86400,1,2022-01-13,0,1,2,107,-0.730095770948948,-0.118409305584277,-0.12610696171485,2
"40",48453,2022-01-15,0,86400,1,2022-01-14,0,3,4,110,-0.727574015072401,-0.0741592291813973,-0.102221449522066,2
"41",48453,2022-01-16,0,86400,1,2022-01-15,0,1,4,111,-0.726733429780219,-0.118409305584277,-0.102221449522066,3
"42",48453,2022-01-17,0,86400,1,2022-01-16,0,0,1,111,-0.726733429780219,-0.140534343785718,-0.138049717811243,3
"43",48453,2022-01-18,0,86400,1,2022-01-17,0,1,1,112,-0.725892844488037,-0.118409305584277,-0.138049717811243,3
"44",48453,2022-01-19,0,86400,1,2022-01-18,0,0,1,112,-0.725892844488037,-0.140534343785718,-0.138049717811243,3
"45",48453,2022-01-20,0,86400,1,2022-01-19,0,0,0,112,-0.725892844488037,-0.140534343785718,-0.149992473907635,3
"46",48453,2022-01-21,0,86400,1,2022-01-20,0,-2,-2,110,-0.727574015072401,-0.184784420188598,-0.17387798610042,3
"47",48453,2022-01-22,0,86400,1,2022-01-21,0,-1,-3,109,-0.728414600364584,-0.162659381987158,-0.185820742196812,3
"48",48453,2022-01-23,0,86400,1,2022-01-22,0,-2,-3,107,-0.730095770948948,-0.184784420188598,-0.185820742196812,4
"49",48453,2022-01-24,0,86400,1,2022-01-23,0,-1,-3,106,-0.730936356241131,-0.162659381987158,-0.185820742196812,4
"50",48453,2022-01-25,0,86400,1,2022-01-24,0,-2,-3,104,-0.732617526825496,-0.184784420188598,-0.185820742196812,4
"51",48453,2022-01-26,0,86400,1,2022-01-25,0,-2,-4,102,-0.73429869740986,-0.184784420188598,-0.197763498293205,4
"52",48453,2022-01-27,0,86400,1,2022-01-26,0,-1,-3,101,-0.735139282702043,-0.162659381987158,-0.185820742196812,4
"53",48453,2022-01-28,0,86400,1,2022-01-27,0,0,-1,101,-0.735139282702043,-0.140534343785718,-0.161935230004028,4
"54",48453,2022-01-30,0,172800,2,2022-01-28,0,0,0,101,-0.735139282702043,-0.140534343785718,-0.149992473907635,4
"55",48453,2022-01-31,0,86400,1,2022-01-30,0,0,-1,100,-0.735979867994225,-0.140534343785718,-0.161935230004028,5
"56",48453,2022-02-01,0,86400,1,2022-01-31,0,0,0,100,-0.735979867994225,-0.140534343785718,-0.149992473907635,5
"57",48453,2022-03-18,0,3888000,45,2022-02-01,0,0,0,100,-0.735979867994225,-0.140534343785718,-0.149992473907635,5
"58",48453,2022-03-19,0,86400,1,2022-03-18,0,14,24,130,-0.710762309228754,0.169216191034444,0.136633672405782,11
"59",48453,2022-03-20,0,86400,1,2022-03-19,0,11,25,141,-0.701515871014748,0.102841076430123,0.148576428502175,12
"60",48453,2022-04-03,6,1209600,14,2022-03-20,0,8,19,149,-0.694791188677289,0.0364659618258032,0.0769198919238203,12
"61",48453,2022-04-04,0,86400,1,2022-04-03,0,169,285,510,-0.391339898199456,3.59859711225766,3.2536930135642,14
"62",48453,2022-04-05,0,86400,1,2022-04-04,0,162,331,672,-0.255165080865913,3.44372184484758,3.80305979399825,14
"63",48453,2022-04-06,0,86400,1,2022-04-05,0,17,179,689,-0.240875130898813,0.235591305638764,1.9877608673466,14
"64",48453,2022-04-07,0,86400,1,2022-04-06,0,39,56,728,-0.208092304503701,0.722342146070446,0.518801867490339,14
"65",48453,2022-04-08,0,86400,1,2022-04-07,0,68,107,796,-0.1509325046353,1.36396825391221,1.12788242840635,14
"66",48453,2022-04-09,0,86400,1,2022-04-08,0,52,120,848,-0.107222069441817,1.00996764268917,1.28313825765945,14
"67",48453,2022-04-10,0,86400,1,2022-04-09,0,-47,5,801,-0.146729578174388,-1.1804111392534,-0.0902786934256732,15
"68",48453,2022-04-11,0,86400,1,2022-04-10,0,-3,-50,798,-0.149251334050935,-0.206909458390038,-0.747130278727255,15
"69",48453,2022-04-12,0,86400,1,2022-04-11,0,13,10,811,-0.138323725252565,0.147091152833004,-0.0305649129437112,15
"70",48453,2022-04-13,0,86400,1,2022-04-12,0,-47,-34,764,-0.177831233985136,-1.1804111392534,-0.556046181184977,15
"71",48453,2022-04-14,0,86400,1,2022-04-13,0,-53,-100,711,-0.222382254470801,-1.31316136846204,-1.34426808354687,15
"72",48453,2022-04-15,0,86400,1,2022-04-14,0,33,-20,744,-0.194642939828783,0.589591916861805,-0.388847595835483,15
"73",48453,2022-04-16,0,86400,1,2022-04-15,0,36,69,780,-0.164381869310218,0.655967031466126,0.67405769674344,15
"74",48453,2022-04-17,0,86400,1,2022-04-16,0,14,50,794,-0.152613675219665,0.169216191034444,0.447145330911985,16
"75",48453,2022-04-18,0,86400,1,2022-04-17,0,24,38,818,-0.132439628207288,0.390466573048845,0.303832257755276,16
"76",48453,2022-04-19,0,86400,1,2022-04-18,0,35,59,853,-0.103019142980905,0.633841993264685,0.554630135779516,16
"77",48453,2022-04-20,0,86400,1,2022-04-19,0,10,45,863,-0.0946132900590817,0.0807160382286833,0.387431550430023,16
"78",48453,2022-04-21,0,86400,1,2022-04-20,0,-21,-11,842,-0.112265581194911,-0.605160146015959,-0.281362790967952,16
"79",48453,2022-04-22,0,86400,1,2022-04-21,0,32,11,874,-0.0853668518450757,0.567466878660365,-0.0186221568473188,16
"80",48453,2022-04-23,0,86400,1,2022-04-22,0,49,81,923,-0.0441781725281399,0.943592528084847,0.817370769900149,16
"81",48453,2022-04-24,0,86400,1,2022-04-23,0,18,67,941,-0.0290476372688574,0.257716343840204,0.650172184550655,17
"82",48453,2022-04-25,0,86400,1,2022-04-24,0,33,51,974,-0.00130832262683938,0.589591916861805,0.459088087008377,17
"83",48453,2022-04-26,0,86400,1,2022-04-25,0,86,119,1060,0.0709820125008439,1.76221894153813,1.27119550156306,17
"84",48453,2022-04-27,0,86400,1,2022-04-26,0,30,116,1090,0.0961995712663148,0.523216802257485,1.23536723327388,17
"85",48453,2022-05-12,39,1296000,15,2022-04-27,2,20,50,1110,0.113011277109962,0.301966420243084,0.447145330911985,17
"86",48453,2022-05-14,24,172800,2,2022-05-12,12,90,160,1610,0.533303923201144,1.85071909434389,1.76084850151515,19
"87",48453,2022-05-29,53,1296000,15,2022-05-14,3,60,140,1750,0.650985864106675,1.18696794830069,1.5219933795873,20
"88",48453,2022-05-30,0,86400,1,2022-05-29,0,50,70,2460,1.24780142155615,0.965717566286287,0.686000452839832,22
"89",48453,2022-06-09,0,864000,10,2022-05-30,0,90,140,2550,1.32345409785257,1.85071909434389,1.5219933795873,22
"90",48453,2022-06-10,0,86400,1,2022-06-09,0,120,230,3360,2.00432818452028,2.51447024038709,2.59684142826262,23
"91",48453,2022-06-17,0,604800,7,2022-06-10,0,150,270,3510,2.13041597834763,3.1782213864303,3.07455167211831,23
"92",48453,2022-06-19,67,172800,2,2022-06-17,33,70,170,4370,2.85331932962447,1.40821833031509,1.88027606247907,24
"93",48453,2022-06-20,130,86400,1,2022-06-19,130,-20,20,4390,2.87013103546811,-0.583035107814519,0.0888626480202127,25
"94",48453,2022-06-21,77,86400,1,2022-06-20,77,-30,-50,4360,2.84491347670264,-0.80428548982892,-0.747130278727255,25
"95",48454,2021-06-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",48454,2021-06-08,0,86400,1,2021-06-07,0,14,-29,170,-0.67713889754146,0.169216191034444,-0.496332400703015,23
"97",48455,2021-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",48455,2021-06-10,1,172800,2,2021-06-08,0,5,19,175,-0.672935971080548,-0.0299091527785171,0.0769198919238203,23
"99",48456,2021-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",48456,2021-06-09,0,86400,1,2021-06-08,0,5,19,175,-0.672935971080548,-0.0299091527785171,0.0769198919238203,23
"101",48456,2021-06-10,0,86400,1,2021-06-09,0,-5,0,170,-0.67713889754146,-0.251159534792918,-0.149992473907635,23
"102",48456,2021-08-21,0,6220800,72,2021-06-10,0,-3,-8,167,-0.679660653418007,-0.206909458390038,-0.245534522678774,23
"103",48456,2021-08-22,0,86400,1,2021-08-21,0,-0.100000000000001,-1,36.5,-0.789357034047805,-0.142746847605862,-0.161935230004028,34
"104",48456,2021-08-24,0,172800,2,2021-08-22,0,0.799999999999997,0.699999999999996,37.3,-0.788684565814059,-0.122834313224566,-0.141632544640161,34
"105",48456,2021-09-01,0,691200,8,2021-08-24,0,0.200000000000003,-0.699999999999996,36.6,-0.789272975518587,-0.136109336145429,-0.15835240317511,34
"106",48456,2021-09-02,0,86400,1,2021-09-01,0,22.8,42.7,94.4,-0.740687145630446,0.363916527207117,0.35996321140832,35
"107",48456,2021-09-04,0,172800,2,2021-09-02,0,-3.60000000000001,19.2,90.8,-0.743713252682303,-0.220184481310902,0.0793084431430988,35
"108",48456,2021-09-06,0,172800,2,2021-09-04,0,12.5,16.2,107,-0.730095770948948,0.136028633732284,0.0434801748539216,36
"109",48456,2021-09-07,0,86400,1,2021-09-06,0,-6,-6,101,-0.735139282702043,-0.273284572994358,-0.22164901048599,36
"110",48456,2021-09-18,0,950400,11,2021-09-07,0,-7,-13,94,-0.741023379747319,-0.295409611195798,-0.305248303160736,36
"111",48456,2021-09-20,0,172800,2,2021-09-18,0,0.5,2.59999999999999,82.6,-0.750606052078198,-0.129471824684997,-0.118941308057015,38
"112",48456,2021-09-21,0,86400,1,2021-09-20,0,-0.300000000000011,0.5,83.1,-0.750185759432107,-0.14717185524615,-0.144021095859439,38
"113",48456,2021-09-26,0,432000,5,2021-09-21,0,5.7,5.39999999999999,88.8,-0.745394423266667,-0.014421626037509,-0.0855015909871164,38
"114",48456,2021-09-27,0,86400,1,2021-09-26,0,-2.69999999999999,-2.89999999999999,86.4,-0.747411827967905,-0.200271946929606,-0.184626466587173,39
"115",48456,2021-09-30,0,259200,3,2021-09-27,0,-4,-6.69999999999999,82.4,-0.750774169136635,-0.229034496591478,-0.230008939753464,39
"116",48456,2021-10-01,0,86400,1,2021-09-30,0,-0.0999999999999943,-0.599999999999994,80.7,-0.752203164133345,-0.142746847605861,-0.157158127565471,39
"117",48456,2021-10-02,0,86400,1,2021-10-01,0,6.39999999999999,6.3,87.1,-0.746823418263377,0.00106590070349883,-0.0747531105003631,40
"118",48456,2021-10-03,0,86400,1,2021-10-02,0,4.7,11.1,91.8,-0.74287266739012,-0.0365466642389491,-0.0174278812376797,40
"119",48456,2021-10-05,0,172800,2,2021-10-03,0,3.60000000000001,8.30000000000001,95.4,-0.739846560338264,-0.060884206260533,-0.0508675983075782,40
"120",48456,2021-10-06,0,86400,1,2021-10-05,0,-0.699999999999989,-1,94.4,-0.740687145630446,-0.156021870526725,-0.161935230004028,40
"121",48456,2021-10-07,0,86400,1,2021-10-06,0,1.59999999999999,0.900000000000006,96,-0.739342209162954,-0.105134282663414,-0.139243993420882,40
"122",48456,2021-10-08,0,86400,1,2021-10-07,0,3,4.59999999999999,99,-0.736820453286407,-0.0741592291813973,-0.0950557958642303,40
"123",48456,2021-10-09,0,86400,1,2021-10-08,0,3,6,102,-0.73429869740986,-0.0741592291813973,-0.0783359373292808,41
"124",48456,2021-10-10,0,86400,1,2021-10-09,0,4,7,106,-0.730936356241131,-0.0520341909799572,-0.0663931812328884,41
"125",48456,2021-10-11,0,86400,1,2021-10-10,0,0,4,106,-0.730936356241131,-0.140534343785718,-0.102221449522066,41
"126",48456,2021-10-12,0,86400,1,2021-10-11,0,2,2,108,-0.729255185656766,-0.0962842673828374,-0.12610696171485,41
"127",48456,2021-10-13,0,86400,1,2021-10-12,0,-6,-4,102,-0.73429869740986,-0.273284572994358,-0.197763498293205,41
"128",48456,2021-10-14,0,86400,1,2021-10-13,0,-1,-7,101,-0.735139282702043,-0.162659381987158,-0.233591766582382,41
"129",48456,2021-10-15,0,86400,1,2021-10-14,0,-1,-2,100,-0.735979867994225,-0.162659381987158,-0.17387798610042,41
"130",48456,2021-10-16,0,86400,1,2021-10-15,0,3,2,103,-0.733458112117678,-0.0741592291813973,-0.12610696171485,42
"131",48456,2021-10-17,0,86400,1,2021-10-16,0,5,8,108,-0.729255185656766,-0.0299091527785171,-0.054450425136496,42
"132",48456,2021-10-20,0,259200,3,2021-10-17,0,3,8,111,-0.726733429780219,-0.0741592291813973,-0.054450425136496,42
"133",48456,2021-10-21,0,86400,1,2021-10-20,0,2,0,110,-0.727574015072401,-0.0962842673828374,-0.149992473907635,42
"134",48456,2021-10-22,0,86400,1,2021-10-21,0,13,15,123,-0.716646406274031,0.147091152833004,0.0291488675382507,42
"135",48456,2021-10-23,0,86400,1,2021-10-22,0,-6,7,117,-0.721689918027125,-0.273284572994358,-0.0663931812328884,43
"136",48456,2021-10-24,0,86400,1,2021-10-23,0,-3,-9,114,-0.724211673903672,-0.206909458390038,-0.257477278775167,43
"137",48456,2021-10-25,0,86400,1,2021-10-24,0,10,7,124,-0.715805820981848,0.0807160382286833,-0.0663931812328884,43
"138",48456,2021-10-26,0,86400,1,2021-10-25,0,8,18,132,-0.709081138644389,0.0364659618258032,0.0649771358274279,43
"139",48456,2021-10-27,0,86400,1,2021-10-26,0,-5,3,127,-0.713284065105301,-0.251159534792918,-0.114164205618458,43
"140",48456,2021-10-28,0,86400,1,2021-10-27,0,13,8,140,-0.70235645630693,0.147091152833004,-0.054450425136496,43
"141",48456,2021-10-29,0,86400,1,2021-10-28,0,40,53,180,-0.668733044619636,0.744467184271886,0.482973599201162,43
"142",48456,2021-10-30,0,86400,1,2021-10-29,0,8,48,188,-0.662008362282177,0.0364659618258032,0.4232598187192,44
"143",48456,2021-10-31,0,86400,1,2021-10-30,0,11,19,199,-0.652761924068171,0.102841076430123,0.0769198919238203,44
"144",48456,2021-11-01,0,86400,1,2021-10-31,0,23,34,222,-0.633428462347977,0.368341534847404,0.256061233369706,44
"145",48456,2021-11-02,0,86400,1,2021-11-01,0,-1,22,221,-0.634269047640159,-0.162659381987158,0.112748160212998,44
"146",48456,2021-11-03,0,86400,1,2021-11-02,0,-2,-3,219,-0.635950218224524,-0.184784420188598,-0.185820742196812,44
"147",48456,2021-11-04,0,86400,1,2021-11-03,0,6,4,225,-0.63090670647143,-0.00778411457707701,-0.102221449522066,44
"148",48456,2021-11-08,0,345600,4,2021-11-04,0,9,15,234,-0.623341438841788,0.0585910000272432,0.0291488675382507,44
"149",48456,2021-11-11,0,259200,3,2021-11-08,0,6,8,253,-0.607370318290323,-0.00778411457707701,-0.054450425136496,45
"150",48456,2021-11-12,0,86400,1,2021-11-11,0,28,34,289,-0.577109247771758,0.478966725854605,0.256061233369706,45
"151",48456,2021-11-18,0,518400,6,2021-11-12,0,55,83,344,-0.530877056701728,1.07634275729349,0.841256282092934,46
"152",48456,2021-11-19,0,86400,1,2021-11-18,0,-3,31,457,-0.435890918685121,-0.206909458390038,0.220232965080529,46
"153",48456,2021-11-20,0,86400,1,2021-11-19,0,-32,-35,425,-0.462789648034957,-0.8485355662318,-0.567988937281369,47
"154",48456,2021-11-21,0,86400,1,2021-11-20,0,-20,-52,405,-0.479601353878604,-0.583035107814519,-0.77101579092004,47
"155",48456,2021-11-22,0,86400,1,2021-11-21,0,-12,-32,393,-0.489688377384792,-0.406034802202999,-0.532160668992192,47
"156",48456,2021-11-23,0,86400,1,2021-11-22,0,-2,-14,391,-0.491369547969157,-0.184784420188598,-0.317191059257129,47
"157",48456,2021-11-24,0,86400,1,2021-11-23,0,3,1,394,-0.48884779209261,-0.0741592291813973,-0.138049717811243,47
"158",48456,2021-11-25,0,86400,1,2021-11-24,0,5,8,399,-0.484644865631698,-0.0299091527785171,-0.054450425136496,47
"159",48456,2021-11-26,0,86400,1,2021-11-25,0,2,7,401,-0.482963695047334,-0.0962842673828374,-0.0663931812328884,47
"160",48456,2021-11-27,0,86400,1,2021-11-26,0,-13,-11,388,-0.493891303845704,-0.428159840404439,-0.281362790967952,48
"161",48456,2021-11-28,0,86400,1,2021-11-27,0,4,-9,392,-0.490528962676975,-0.0520341909799572,-0.257477278775167,48
"162",48456,2021-11-29,0,86400,1,2021-11-28,0,-30,-26,362,-0.515746521442446,-0.80428548982892,-0.460504132413838,48
"163",48456,2021-11-30,0,86400,1,2021-11-29,0,-21,-51,341,-0.533398812578275,-0.605160146015959,-0.759073034823647,48
"164",48456,2021-12-01,0,86400,1,2021-11-30,0,14,-7,355,-0.521630618487722,0.169216191034444,-0.233591766582382,48
"165",48456,2021-12-02,0,86400,1,2021-12-01,0,10,24,365,-0.513224765565899,0.0807160382286833,0.136633672405782,48
"166",48456,2021-12-03,0,86400,1,2021-12-02,0,10,20,375,-0.504818912644075,0.0807160382286833,0.0888626480202127,48
"167",48456,2021-12-04,0,86400,1,2021-12-03,0,-14,-4,361,-0.516587106734628,-0.450284878605879,-0.197763498293205,49
"168",48456,2021-12-05,0,86400,1,2021-12-04,0,-11,-25,350,-0.525833544948634,-0.383909764001558,-0.448561376317445,49
"169",48456,2021-12-06,0,86400,1,2021-12-05,0,-13,-24,337,-0.536761153747005,-0.428159840404439,-0.436618620221053,49
"170",48456,2021-12-07,0,86400,1,2021-12-06,0,3,-10,340,-0.534239397870458,-0.0741592291813973,-0.269420034871559,49
"171",48456,2021-12-08,0,86400,1,2021-12-07,0,-103,-100,237,-0.620819682965241,-2.41941327853405,-1.34426808354687,49
"172",48456,2021-12-09,0,86400,1,2021-12-08,0,100,-3,337,-0.536761153747005,2.07196947635829,-0.185820742196812,49
"173",48456,2021-12-10,0,86400,1,2021-12-09,0,43,143,380,-0.500615986183163,0.810842298876206,1.55782164787648,49
"174",48456,2021-12-11,0,86400,1,2021-12-10,0,-112,-69,268,-0.594761538907588,-2.61853862234701,-0.97404264455871,50
"175",48456,2021-12-12,0,86400,1,2021-12-11,0,-52,-164,216,-0.638471974101071,-1.2910363302606,-2.10860447371599,50
"176",48456,2021-12-13,0,86400,1,2021-12-12,0,141,89,357,-0.519949447903358,2.97909604261733,0.912912818671288,50
"177",48456,2021-12-14,0,86400,1,2021-12-13,0,56,197,413,-0.472876671541145,1.09846779549493,2.20273047708167,50
"178",48456,2021-12-15,0,86400,1,2021-12-14,0,0,56,413,-0.472876671541145,-0.140534343785718,0.518801867490339,50
"179",48456,2021-12-16,0,86400,1,2021-12-15,0,-16,-16,397,-0.486326036216063,-0.494534955008759,-0.341076571449914,50
"180",48456,2021-12-17,0,86400,1,2021-12-16,0,-181,-197,216,-0.638471974101071,-4.14516625824637,-2.50271542489694,50
"181",48456,2021-12-18,0,86400,1,2021-12-17,0,37,-144,253,-0.607370318290323,0.678092069667566,-1.86974935178814,51
"182",48456,2021-12-19,0,86400,1,2021-12-18,0,-1,36,252,-0.608210903582506,-0.162659381987158,0.279946745562491,51
"183",48456,2021-12-20,0,86400,1,2021-12-19,0,-72,-73,180,-0.668733044619636,-1.7335370942894,-1.02181366894428,51
"184",48456,2021-12-23,0,259200,3,2021-12-20,0,34,-38,214,-0.640153144685435,0.611716955063245,-0.603817205570546,51
"185",48456,2022-01-02,0,864000,10,2021-12-23,0,-1,11,229,-0.6275443653027,-0.162659381987158,-0.0186221568473188,51
"186",48456,2022-02-28,0,4924800,57,2022-01-02,0,8,-25,132,-0.709081138644389,0.0364659618258032,-0.448561376317445,1
"187",48456,2022-03-18,0,1555200,18,2022-02-28,0,3.5,4.5,69,-0.762038012051878,-0.0630967100806772,-0.0962500714738694,9
"188",48456,2022-03-19,0,86400,1,2022-03-18,0,14,24,130,-0.710762309228754,0.169216191034444,0.136633672405782,11
"189",48456,2022-03-20,0,86400,1,2022-03-19,0,11,25,141,-0.701515871014748,0.102841076430123,0.148576428502175,12
"190",48456,2022-03-21,0,86400,1,2022-03-20,0,8,19,149,-0.694791188677289,0.0364659618258032,0.0769198919238203,12
"191",48456,2022-03-22,0,86400,1,2022-03-21,0,4,12,153,-0.69142884750856,-0.0520341909799572,-0.00667940075092645,12
"192",48456,2022-03-25,0,259200,3,2022-03-22,0,20,24,173,-0.674617141664912,0.301966420243084,0.136633672405782,12
"193",48456,2022-03-26,0,86400,1,2022-03-25,0,-18,-28,137,-0.704878212183477,-0.538785031411639,-0.484389644606622,12
"194",48456,2022-03-27,0,86400,1,2022-03-26,0,-5,-23,132,-0.709081138644389,-0.251159534792918,-0.42467586412466,13
"195",48456,2022-03-28,0,86400,1,2022-03-27,0,-12,-17,120,-0.719168162150578,-0.406034802202999,-0.353019327546306,13
"196",48456,2022-03-29,0,86400,1,2022-03-28,0,-4,-16,116,-0.722530503319307,-0.229034496591478,-0.341076571449914,13
"197",48456,2022-03-30,0,86400,1,2022-03-29,0,-5,-9,111,-0.726733429780219,-0.251159534792918,-0.257477278775167,13
"198",48456,2022-03-31,0,86400,1,2022-03-30,0,19,14,130,-0.710762309228754,0.279841382041644,0.0172061114418583,13
"199",48456,2022-04-01,0,86400,1,2022-03-31,0,37,56,167,-0.679660653418007,0.678092069667566,0.518801867490339,13
"200",48456,2022-04-02,0,86400,1,2022-04-01,0,58,95,225,-0.63090670647143,1.14271787189781,0.984569355249643,13
"201",48456,2022-04-03,0,86400,1,2022-04-02,0,116,174,341,-0.533398812578275,2.42597008758133,1.92804708686464,14
"202",48456,2022-04-04,0,86400,1,2022-04-03,0,169,285,510,-0.391339898199456,3.59859711225766,3.2536930135642,14
"203",48456,2022-04-05,0,86400,1,2022-04-04,0,162,331,672,-0.255165080865913,3.44372184484758,3.80305979399825,14
"204",48456,2022-04-06,0,86400,1,2022-04-05,0,17,179,689,-0.240875130898813,0.235591305638764,1.9877608673466,14
"205",48456,2022-04-07,0,86400,1,2022-04-06,0,39,56,728,-0.208092304503701,0.722342146070446,0.518801867490339,14
"206",48456,2022-04-08,0,86400,1,2022-04-07,0,68,107,796,-0.1509325046353,1.36396825391221,1.12788242840635,14
"207",48456,2022-04-09,0,86400,1,2022-04-08,0,52,120,848,-0.107222069441817,1.00996764268917,1.28313825765945,14
"208",48456,2022-04-10,0,86400,1,2022-04-09,0,-47,5,801,-0.146729578174388,-1.1804111392534,-0.0902786934256732,15
"209",48456,2022-04-11,0,86400,1,2022-04-10,0,-3,-50,798,-0.149251334050935,-0.206909458390038,-0.747130278727255,15
"210",48456,2022-04-12,0,86400,1,2022-04-11,0,13,10,811,-0.138323725252565,0.147091152833004,-0.0305649129437112,15
"211",48456,2022-04-13,0,86400,1,2022-04-12,0,-47,-34,764,-0.177831233985136,-1.1804111392534,-0.556046181184977,15
"212",48456,2022-04-14,0,86400,1,2022-04-13,0,-53,-100,711,-0.222382254470801,-1.31316136846204,-1.34426808354687,15
"213",48456,2022-04-15,0,86400,1,2022-04-14,0,33,-20,744,-0.194642939828783,0.589591916861805,-0.388847595835483,15
"214",48456,2022-04-16,0,86400,1,2022-04-15,0,36,69,780,-0.164381869310218,0.655967031466126,0.67405769674344,15
